oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
334215200022630,56531879,2458319.8245643980,58319.3187963,14.403254,0.01985424,0,zr,282.4644498,-13.676191000000000,0.61699998,-0.0309999995,20180720318785,334,15,2,19.9099998,26.169363,0.023062605,0.09849606,9.81730773E-06,30.0,1.63399994,3
334215200022630,56531925,2458319.8250273857,58319.3192593,14.400043,0.01985579,0,zr,282.4644481,-13.676188700000000,0.98299998,-0.0359999985,20180720319248,334,15,2,19.9699993,26.159142,0.022589797,0.09687749,9.40206155E-06,30.0,1.63499999,3
334215200022630,56531971,2458319.8254786740,58319.3197106,14.420333,0.01984614,0,zr,282.4644426,-13.676200300000000,0.35900000,-0.0149999997,20180720319711,334,15,2,20.1599998,26.189503,0.022018513,0.07683764,9.00306895E-06,30.0,1.63699996,3
334215200022630,56532017,2458319.8259416620,58319.3201736,14.414887,0.01984869,0,zr,282.4644428,-13.676182600000000,0.97700000,-0.0189999994,20180720320162,334,15,2,20.0200005,26.173038,0.020871770,0.09296324,8.08224195E-06,30.0,1.63800001,3
334215200022630,56532062,2458319.8263930506,58319.3206250,14.414446,0.01984890,0,zr,282.4644484,-13.676188400000000,0.49700001,-0.0130000003,20180720320625,334,15,2,20.0900002,26.184595,0.020565774,0.09074674,7.81909603E-06,30.0,1.63900006,3
334215200022630,56532108,2458319.8268560390,58319.3210880,14.424423,0.01984423,0,zr,282.4644576,-13.676185700000000,0.32400000,-0.0080000004,20180720321076,334,15,2,20.2000008,26.180609,0.022018746,0.07818954,9.01403382E-06,30.0,1.63999999,3
334215200022630,56532155,2458319.8273189270,58319.3215509,14.436687,0.01983860,0,zr,282.4644543,-13.676192400000000,0.80800003,-0.0280000009,20180720321539,334,15,2,20.1499996,26.189915,0.019448698,0.08892885,6.95578683E-06,30.0,1.64199996,3
334215200022630,56532200,2458319.8277703150,58319.3220023,14.415279,0.01984851,0,zr,282.4644543,-13.676188000000000,0.72700000,-0.0439999998,20180720322002,334,15,2,20.1700001,26.182417,0.021283709,0.07794863,8.35395804E-06,30.0,1.64300001,3
334215200022630,56532246,2458319.8282333030,58319.3224653,14.425009,0.01984396,0,zr,282.4644484,-13.676196500000000,0.87099999,-0.0170000009,20180720322454,334,15,2,20.2500000,26.181181,0.018819602,0.08221852,6.47220395E-06,30.0,1.64499998,3
334215200022630,56532291,2458319.8286846920,58319.3229167,14.419888,0.01984634,0,zr,282.4644477,-13.676203100000000,0.76099998,-0.0710000023,20180720322917,334,15,2,20.3099995,26.224043,0.021988172,0.08730508,8.87798433E-06,30.0,1.64600003,3
334215200022630,56532337,2458319.8291475796,58319.3233796,14.431721,0.01984086,0,zr,282.4644492,-13.676194300000000,0.54000002,-0.0320000015,20180720323368,334,15,2,20.2800007,26.202917,0.021825444,0.07686152,8.86145335E-06,30.0,1.64800000,3
334215200022630,56532383,2458319.8295989680,58319.3238310,14.428804,0.01984221,0,zr,282.4644513,-13.676190000000000,0.53700000,-0.0289999992,20180720323831,334,15,2,20.3700008,26.207970,0.020891136,0.08231723,8.01747501E-06,30.0,1.64900005,3
334215200022630,56532429,2458319.8300619563,58319.3242940,14.429356,0.01984195,0,zr,282.4644592,-13.676185000000000,0.41400000,-0.0080000004,20180720324294,334,15,2,20.4200001,26.229523,0.021729650,0.07697974,8.82274617E-06,30.0,1.65100002,3
334215200022630,56532475,2458319.8305248440,58319.3247569,14.432405,0.01984055,0,zr,282.4644566,-13.676194500000000,0.54699999,-0.0469999984,20180720324745,334,15,2,20.3799992,26.229584,0.023723066,0.07501888,1.04988467E-05,30.0,1.65199995,3
334215200022630,56532520,2458319.8309762324,58319.3252083,14.439096,0.01983750,0,zr,282.4644463,-13.676203800000000,0.88999999,-0.0430000015,20180720325197,334,15,2,20.3199997,26.208298,0.022560854,0.07675611,9.46360433E-06,30.0,1.65400004,3
334215200022630,56532567,2458319.8314392203,58319.3256713,14.428272,0.01984245,0,zr,282.4644425,-13.676196400000000,0.30700001,-0.0160000008,20180720325660,334,15,2,20.4300003,26.227421,0.027741011,0.06900653,1.41305263E-05,30.0,1.65499997,3
334215200022630,56532612,2458319.8318906086,58319.3261227,14.456033,0.01982995,0,zr,282.4644537,-13.676193600000000,0.81199998,-0.0240000002,20180720326123,334,15,2,20.4099998,26.228279,0.027933590,0.06760979,1.41958863E-05,30.0,1.65699995,3
